cntry,year,sCh,deaths,pop1k_nearyr,pop1k_fit
MRT,1986,3734,113,1780.033,1792.429979091678
MRT,1987,1578,101,1780.033,1843.5759340354266
MRT,1988,575,38,2034.3469999999998,1896.1813092843465
MRT,1989,700,27,2034.3469999999998,1950.287748554561
MRT,1996,4534,148,2313.63,2374.818977925616
MRT,1997,462,7,2313.63,2442.583066822446
MRT,2002,80,0,2630.2169999999996,2811.535023610994
MRT,2003,34,8,3024.1979999999994,2891.760552818675
MRT,2005,4132,70,3024.1979999999994,3059.1444994460703
MRT,2006,25,0,3024.1979999999994,3146.4354221377193
MRT,2007,3,0,3024.1979999999994,3236.217140927973
MRT,2011,46,3,3494.2,3621.7042151113415
MWI,1973,371,20,5384.798000000001,5298.655890152382
MWI,1976,19,0,5384.798000000001,5753.626622764752
MWI,1977,577,0,5384.798000000001,5913.804929769181
MWI,1978,263,24,6250.433999999999,6078.4425268382965
MWI,1981,261,0,6250.433999999999,6600.369881041
MWI,1983,487,49,7268.271000000001,6972.987927135242
MWI,1988,6,0,9404.499,7999.180779827909
MWI,1989,8351,16,9404.499,8221.8742771198
MWI,1990,13457,481,9404.499,8450.767458492042
MWI,1991,8088,245,9404.499,8686.032920285066
MWI,1992,298,8,9404.499,8927.848063841851
MWI,1993,25193,524,9844.418,9176.395229276754
MWI,1994,107,11,9844.418,9431.861832968732
MWI,1995,1,0,9844.418,9694.440508881953
MWI,1996,1,0,9844.418,9964.32925382135
MWI,1997,130,15,9844.418,10241.73157673136
MWI,1998,1745,74,11148.751,10526.85665215149
MWI,1999,26508,648,11148.751,10819.919477943564
MWI,2000,2391,56,11148.751,11121.141037410773
MWI,2001,2395,42,11148.751,11430.748465929302
MWI,2002,32618,911,11148.751,11748.975222219355
MWI,2003,2736,34,12625.950000000003,12076.061264383798
MWI,2004,675,4,12625.950000000003,12412.253230848468
MWI,2005,1105,11,12625.950000000003,12757.804626339044
MWI,2006,4148,55,12625.950000000003,13112.976013035373
MWI,2007,475,5,12625.950000000003,13478.03520704828
MWI,2008,831,26,14539.609000000004,13853.257480365295
MWI,2009,5751,125,14539.609000000004,14238.925768419007
MWI,2010,1155,17,14539.609000000004,14635.33088343343
MWI,2011,120,4,14539.609000000004,15042.771733710839
MWI,2012,187,2,14539.609000000004,15461.555549022452
MWI,2015,693,11,16745.305,16789.166815219112
MWI,2016,1792,46,16745.305,17256.56946276604
MWI,2017,344,5,16745.305,17736.98438408096
NAM,2005,0,0,1938.3159999999998,1912.89765921264
NAM,2006,185,5,1938.3159999999998,1959.0393665021368
NAM,2007,14,0,1938.3159999999998,2006.2940748668914
NAM,2008,3496,38,2118.8769999999995,2054.6886314148164
NAM,2009,159,3,2118.8769999999995,2104.2505308427358
NAM,2013,3,0,2314.901,2314.745002288556
NAM,2014,485,13,2314.901,2370.5798169902237
NER,1970,16,8,4510.645,4545.403275862639
NER,1971,9265,2344,4510.645,4691.726716415154
NER,1972,51,12,4510.645,4842.760530933567
NER,1973,121,16,5184.94,4998.656353515699
NER,1974,286,75,5184.94,5159.570699591472
NER,1981,7,0,5989,6440.737144958373
NER,1984,3788,308,6915.993999999999,7082.986854419575
NER,1989,166,22,8026.592000000001,8298.849137982965
NER,1991,3238,367,8026.592000000001,8841.75432156099
NER,1994,732,83,9490.289,9723.425784988885
NER,1995,264,15,9490.289,10036.437640806365
NER,1996,3957,206,9490.289,10359.525824046796
NER,1997,259,13,9490.289,10693.014707006138
NER,1999,1186,85,11331.561,11392.544607596745
NER,2000,225,38,11331.561,11759.287935407454
NER,2001,81,1,11331.561,12137.837288397472
NER,2002,236,12,11331.561,12528.57272046271
NER,2003,292,11,13624.474,12931.88652001168
NER,2004,2178,57,13624.474,13348.183603813048
NER,2005,553,55,13624.474,13777.881923521749
NER,2006,1232,81,13624.474,14221.412885291782
NER,2007,24,2,13624.474,14679.22178289699
NER,2008,972,70,16464.025,15151.76824479454
NER,2010,1154,66,16464.025,16142.986832299937
NER,2011,2324,60,16464.025,16662.65411608958
NER,2012,5284,110,16464.025,17199.050279648916
NER,2013,585,13,20001.663,17752.713851045963
NER,2014,2059,80,20001.663,18324.20069438581
NER,2015,51,4,20001.663,18914.084567884027
NER,2016,38,6,20001.663,19522.95769990525
NGA,1970,15,4,55982.14199999999,58167.50386471651
NGA,1971,22931,2945,55982.14199999999,59631.035902236785
NGA,1972,1363,96,55982.14199999999,61131.39135287454
NGA,1973,157,27,63374.289000000004,62669.49671753317
NGA,1975,38,1,63374.289000000004,65862.78033586164
NGA,1976,112,25,63374.289000000004,67519.93050902105
NGA,1977,376,10,63374.289000000004,69218.77565288215
NGA,1978,197,20,73423.64600000001,70960.36483988818
NGA,1979,293,4,73423.64600000001,72745.77353782387
NGA,1980,138,25,73423.64600000001,74576.10427394096
NGA,1981,107,18,73423.64600000001,76452.48731578814
NGA,1982,248,18,73423.64600000001,78376.08136917917
NGA,1983,178,2,83562.776,80348.07429371371
NGA,1984,1667,185,83562.776,82369.68383630985
NGA,1985,30,0,83562.776,84442.15838318446
NGA,1986,91,23,83562.776,86566.7777307594
NGA,1987,1290,111,83562.776,88744.85387596447
NGA,1988,137,10,95212.45400000003,90977.73182641879
NGA,1989,1078,61,95212.45400000003,93266.79043100604
NGA,1991,59478,7654,95212.45400000003,98019.1393346487
NGA,1992,8687,686,95212.45400000003,100485.36430864899
NGA,1993,4160,266,107948.339,103013.64109889249
NGA,1994,2859,313,107948.339,105605.53096923117
NGA,1995,1059,87,107948.339,108262.63446592285
NGA,1996,12374,1193,107948.339,110986.59240600794
NGA,1997,1322,134,107948.339,113779.08689054308
NGA,1998,3464,187,122283.853,116641.8423433359
NGA,1999,26358,2085,122283.853,119576.62657581542
NGA,2000,2799,43,122283.853,122585.25187868677
NGA,2001,2312,119,122283.853,125669.57614106545
NGA,2002,5429,154,122283.853,128831.50399775579
NGA,2003,1933,87,138865.01400000002,132072.9880054099
NGA,2004,3186,185,138865.01400000002,135396.02984826601
NGA,2005,4477,174,138865.01400000002,138802.68157423308
NGA,2006,2028,127,138865.01400000002,142295.04686207618
NGA,2007,1661,48,138865.01400000002,145875.28232047547
NGA,2008,5410,247,158503.20300000004,149545.5988197852
NGA,2009,13691,431,158503.20300000004,153308.2628572841
NGA,2010,44456,1712,158503.20300000004,157165.5979567934
NGA,2011,23377,742,158503.20300000004,161119.98610349404
NGA,2012,597,18,158503.20300000004,165173.86921485534
NGA,2013,6600,229,181137.454,169329.75064857386
NGA,2014,35996,744,181137.454,173590.19674844094
NGA,2015,5290,186,181137.454,177957.83842912337
NGA,2016,768,32,181137.454,182435.3728007996
NGA,2017,12174,288,181137.454,187025.5648346855
RWA,1978,838,48,5153.314,4603.338051275279
RWA,1979,5,0,5153.314,4719.247895691203
RWA,1980,30,4,5153.314,4838.076294400309
RWA,1981,24,1,5153.314,4959.896735199992
RWA,1982,201,2,5153.314,5084.784556275137
RWA,1983,54,5,6146.884000000002,5212.816992789997
RWA,1984,161,13,6146.884000000002,5344.073224653217
RWA,1985,21,0,6146.884000000002,5478.6344254855685
RWA,1986,226,7,6146.884000000002,5616.583812820663
RWA,1987,101,6,6146.884000000002,5758.0066995697
RWA,1988,70,3,7288.882999999999,5902.990546782066
RWA,1989,1,0,7288.882999999999,6051.625017734428
RWA,1991,679,35,7288.882999999999,6360.215829204578
RWA,1992,503,35,7288.882999999999,6520.363013487636
RWA,1993,568,34,5836.489999999999,6684.542627065944
RWA,1994,10,0,5836.489999999999,6852.8562045752415
RWA,1995,3,0,5836.489999999999,7025.407837244704
RWA,1996,106,10,5836.489999999999,7202.304237270734
RWA,1997,274,16,5836.489999999999,7383.654803811665
RWA,1998,3220,74,7933.687999999998,7569.571690644113
RWA,1999,327,49,7933.687999999998,7760.169875523165
RWA,2000,1235,8,7933.687999999998,7955.567231288474
RWA,2001,157,2,7933.687999999998,8155.884598761325
RWA,2003,12,0,8840.220000000001,8571.778022298478
RWA,2004,586,0,8840.220000000001,8787.611281960388
RWA,2005,89,0,8840.220000000001,9008.879119589099
RWA,2006,405,21,8840.220000000001,9235.718375251443
RWA,2007,1453,21,8840.220000000001,9468.269334581513
RWA,2008,23,0,10039.338000000002,9706.675815538383
RWA,2009,67,0,10039.338000000002,9951.08525734837
RWA,2012,9,0,10039.338000000002,10721.861990115105
RWA,2016,355,0,11369.065999999999,11843.222821045541
SDN,1979,845,176,14507.466,13790.241977595566
SDN,1980,17,2,14507.466,14212.326168409087
SDN,1985,4457,239,17210.182000000004,16524.623036491867
SDN,1999,0,0,27275.019,25202.142773995816
SDN,2006,30662,1011,30949.514000000003,31123.642691883888
SDN,2007,13731,500,30949.514000000003,32076.258139975063
SDN,2008,17241,118,34545.013999999996,33058.03072114778
SDN,2009,13681,52,34545.013999999996,34069.85286099807
SEN,1971,265,60,4257.508000000001,4387.906943157697
SEN,1972,379,37,4257.508000000001,4510.078110187574
SEN,1978,315,8,5583.156999999999,5317.946850295305
SEN,1979,103,3,5583.156999999999,5466.012837409399
SEN,1981,428,0,5583.156999999999,5774.627264338122
SEN,1984,728,94,6471.328999999999,6270.5252573529315
SEN,1985,2988,474,6471.328999999999,6445.113597193572
SEN,1986,476,63,6471.328999999999,6624.562947421272
SEN,1987,3150,288,6471.328999999999,6809.008651679281
SEN,1988,390,1,7526.305999999999,6998.589821942961
SEN,1995,3332,160,8690.154999999999,8481.977667768595
SEN,1996,16107,765,8690.154999999999,8718.138808790174
SEN,1997,371,11,8690.154999999999,8960.875313095314
SEN,2004,1227,10,11090.123,10860.179868096979
SEN,2005,31719,458,11090.123,11162.556574309578
SEN,2006,365,10,11090.123,11473.352263777644
SEN,2007,3984,24,11090.123,11792.801343707735
SEN,2008,1283,20,12678.143,12121.144747835502
SEN,2009,4,0,12678.143,12458.630118141704
SEN,2010,3,0,12678.143,12805.511991628196
SEN,2011,5,NA,12678.143,13162.051992293398
SEN,2012,1,0,12678.143,13528.519028453644
SLE,1970,293,74,2744.8900000000012,2825.360410544509
SLE,1971,211,13,2744.8900000000012,2881.490531795159
SLE,1977,12,0,3037.1579999999994,3242.4795480261237
SLE,1986,8957,669,3805.303999999999,3870.5021968491287
SLE,1987,557,30,3805.303999999999,3947.395663891127
SLE,1994,9709,623,4303.953000000001,4530.165305766164
SLE,1995,10285,447,4303.953000000001,4620.163992995288
SLE,1998,2096,57,4584.57,4901.030615171223
SLE,1999,863,5,4584.57,4998.3971110193015
SLE,2004,513,42,5645.629000000001,5515.024727165197
SLE,2005,6,0,5645.629000000001,5624.589158478349
SLE,2006,2560,99,5645.629000000001,5736.330255391901
SLE,2007,2219,84,5645.629000000001,5850.291260709048
SLE,2008,62,1,6415.636,5966.516276317521
SLE,2012,23124,299,6415.636,6454.96951268625
SLE,2013,377,32,7171.909,6583.207389901487
SLE,2017,0,0,7171.909,7122.1464971402165
SOM,1970,43,10,3444.5689999999995,3814.873892782011
SOM,1971,89,10,3444.5689999999995,3926.7857745962697
SOM,1985,10199,1589,6648.628000000001,5886.206973493495
SOM,1986,15980,1945,6648.628000000001,6058.882799134305
SOM,1994,28334,1206,7491.647,7635.697846522439
SOM,1995,9255,191,7491.647,7859.69615917603
SOM,1996,10274,464,7491.647,8090.265612422105
SOM,1997,6814,252,7491.647,8327.598975073073
SOM,1998,4417,196,8872.250000000002,8571.89467094339
SOM,1999,17757,693,8872.250000000002,8823.356944743302
SOM,2000,7496,563,8872.250000000002,9082.196032838307
SOM,2001,2567,93,8872.250000000002,9348.62833901854
SOM,2002,2775,159,8872.250000000002,9622.876615424528
SOM,2003,11020,56,10446.856,9905.170148779896
SOM,2004,4490,26,10446.856,10195.744952087935
SOM,2007,41643,1182,10446.856,11119.622190365102
SOM,2008,1281,16,12043.885999999999,11445.823758060922
SOM,2009,208,3,12043.885999999999,11781.594667317508
SOM,2010,3510,103,12043.885999999999,12127.215641181683
SOM,2011,77636,1130,12043.885999999999,12482.97563789861
SOM,2012,22576,200,12043.885999999999,12849.172092497536
SOM,2013,6864,140,13797.204000000002,13226.11116546333
SOM,2014,2820,NA,13797.204000000002,13614.10799870381
SOM,2015,7536,84,13797.204000000002,14013.486979026124
SOM,2016,15619,548,13797.204000000002,14424.582009341362
SOM,2017,75414,1007,13797.204000000002,14847.736787826654
SSD,2014,6421,167,10715.657,9447.154014547656
SSD,2015,1818,47,10715.657,9658.56351058781
SSD,2016,4295,82,10715.657,9874.703952577025
SSD,2017,16088,353,10715.657,10095.681210166487
SWZ,1978,2,NA,587.8520000000001,537.9388917562865
SWZ,1981,238,17,587.8520000000001,575.8857140133291
SWZ,1982,538,13,587.8520000000001,589.1204413696014
SWZ,1992,2281,30,822.423,739.4042847038444
SWZ,1996,2,0,926.836,809.7540171024691
SWZ,1998,7,0,1005.432,847.4004402916277
SWZ,1999,7,0,1005.432,866.874987959573
SWZ,2000,141,16,1005.432,886.7970902768243
SWZ,2001,5612,107,1005.432,907.1770327281797
SWZ,2002,134,2,1005.432,928.0253371744817
SWZ,2003,32,13,1030.575,949.3527672849162
SWZ,2004,1075,16,1030.575,971.1703340940969
SWZ,2005,0,0,1030.575,993.4893016869236
SWZ,2006,18,0,1030.575,1016.3211930140478
SWZ,2007,0,0,1030.575,1039.67779584103
SWZ,2008,1,0,1064.841,1063.571168834144
SWZ,2009,19,0,1064.841,1088.0136477861154
TCD,1971,8230,2411,3643.608,3900.374717895252
TCD,1972,9,3,3643.608,4008.358476804335
TCD,1974,338,87,4088.568,4233.377510304772
TCD,1991,13915,1344,5963.25,6734.583935363093
TCD,1994,1094,43,7010.159,7309.563371544647
TCD,1996,7830,448,7010.159,7719.903637938806
TCD,1997,8801,443,7010.159,7933.632900774963
TCD,1998,4095,144,8355.654000000002,8153.279361536809
TCD,1999,217,18,8355.654000000002,8379.006840708329
TCD,2001,5244,226,8355.654000000002,8849.38293902892
TCD,2003,55,7,10096.630000000001,9346.164753215066
TCD,2004,5531,272,10096.630000000001,9604.917840913424
TCD,2005,90,14,10096.630000000001,9870.834632886352
TCD,2006,1668,71,10096.630000000001,10144.113459748454
TCD,2007,0,0,10096.630000000001,10424.958142993468
TCD,2009,67,6,11952.133999999998,11010.188735315416
TCD,2010,6395,175,11952.133999999998,11315.011131092653
TCD,2011,17267,458,11952.133999999998,11628.272682201557
TCD,2017,1266,86,14110.971000000003,13698.611171251683
TGO,1970,75,3,2115.522,2152.1129557112317
TGO,1971,335,26,2115.522,2211.0646710496476
TGO,1972,16,0,2115.522,2271.6312201876344
TGO,1974,58,8,2410.4510000000005,2397.7869687726397
TGO,1977,132,12,2410.4510000000005,2600.2777860343936
TGO,1978,6,6,2720.835,2671.505848407396
TGO,1988,1,0,3774.31,3500.4184432082284
TGO,1991,2396,81,3774.31,3796.025434385667
TGO,1992,753,53,3774.31,3900.007992657751
TGO,1993,19,2,4226.293,4006.8388912825512
TGO,1994,47,5,4226.293,4116.596153371884
TGO,1995,65,4,4226.293,4229.359939284132
TGO,1996,146,17,4226.293,4345.21260516897
TGO,1997,42,7,4226.293,4464.238763115296
TGO,1998,3217,221,4924.406000000001,4586.5253429472505
TGO,1999,667,31,4924.406000000001,4712.161655712488
TGO,2000,338,23,4924.406000000001,4841.239458910059
TGO,2001,2551,130,4924.406000000001,4973.853023504513
TGO,2002,257,14,4924.406000000001,5110.099202776238
TGO,2003,384,28,5611.643,5250.077503057217
TGO,2004,1080,33,5611.643,5393.890156404981
TGO,2005,1320,15,5611.643,5541.642195266708
TGO,2006,1159,25,5611.643,5693.441529189141
TGO,2007,65,1,5611.643,5849.399023629182
TGO,2008,397,3,6421.673999999999,6009.6285809239225
TGO,2009,218,1,6421.673999999999,6174.247223478004
TGO,2010,72,3,6421.673999999999,6343.375179230349
TGO,2011,4,0,6421.673999999999,6517.135969461351
TGO,2012,61,1,6421.673999999999,6695.656499006033
TGO,2013,166,4,7323.161999999998,6879.0671489376355
TGO,2014,262,11,7323.161999999998,7067.50187179079
TGO,2015,35,1,7323.161999999998,7261.098289392318
TZA,1974,10,6,15885.228000000003,15421.264300023497
TZA,1977,297,26,15885.228000000003,16855.85267600209
TZA,1978,6608,733,18538.263000000006,17363.115021373305
TZA,1979,2559,305,18538.263000000006,17885.642989432232
TZA,1980,5196,587,18538.263000000006,18423.895985924577
TZA,1981,4241,330,18538.263000000006,18978.347242015647
TZA,1982,4071,324,18538.263000000006,19549.484230354574
TZA,1983,1816,127,21633.799000000006,20137.80909365893
TZA,1984,2600,338,21633.799000000006,20743.83908619859
TZA,1985,1984,250,21633.799000000006,21368.107028564347
TZA,1986,1231,215,21633.799000000006,22011.161776123176
TZA,1987,1892,232,21633.799000000006,22673.56870157037
TZA,1988,5267,580,25203.848000000005,23355.910192005245
TZA,1989,2150,232,25203.848000000005,24058.7861609643
TZA,1990,2230,81,25203.848000000005,24782.814575864566
TZA,1991,5676,572,25203.848000000005,25528.632001318874
TZA,1992,18526,2173,25203.848000000005,26296.894158803458
TZA,1993,792,74,29649.12800000001,27088.276503166537
TZA,1994,2240,155,29649.12800000001,27903.4748164873
TZA,1995,2957,96,29649.12800000001,28743.205819806593
TZA,1996,1464,36,29649.12800000001,29608.207803266076
TZA,1997,40249,2231,29649.12800000001,30499.241275212942
TZA,1998,14488,608,33499.177,31417.089630836832
TZA,1999,12266,584,33499.177,32362.559840930036
TZA,2000,4637,156,33499.177,33336.48316137402
TZA,2001,1300,52,33499.177,34339.71586397957
TZA,2002,11920,297,33499.177,35373.13998931873
TZA,2003,710,32,38450.323000000004,36437.66412221394
TZA,2004,10319,272,38450.323000000004,37534.224190563255
TZA,2005,2945,94,38450.323000000004,38663.78428820822
TZA,2006,14297,254,38450.323000000004,39827.3375225626
TZA,2007,1609,65,38450.323000000004,41025.906887751065
TZA,2008,2911,88,44346.53199999999,42260.54616402425
TZA,2009,7700,113,44346.53199999999,43532.3408442395
TZA,2010,4469,59,44346.53199999999,44842.409088226166
TZA,2011,942,11,44346.53199999999,46191.902705868786
TZA,2012,286,4,44346.53199999999,47582.00816977707
TZA,2013,270,17,51482.638000000006,49013.947658429395
TZA,2015,11563,144,51482.638000000006,52008.402432792915
TZA,2016,11360,172,51482.638000000006,53573.55043830646
TZA,2017,4895,99,51482.638000000006,55185.80022285097
UGA,1971,757,30,9405.606000000003,9624.029485998664
UGA,1975,3,0,10737.403000000002,10903.61237726159
UGA,1978,1120,110,12442.333000000002,11973.758601230751
UGA,1979,940,60,12442.333000000002,12353.324877748386
UGA,1980,1539,181,12442.333000000002,12744.923345916737
UGA,1982,190,48,12442.333000000002,13565.754622495779
UGA,1987,140,50,14559.357000000004,15856.625933784917
UGA,1991,279,28,17354.395000000004,17964.87667091592
UGA,1992,5072,104,17354.395000000004,18534.36045400949
UGA,1994,704,39,20413.157000000003,19728.05792390546
UGA,1995,538,66,20413.157000000003,20353.43427718615
UGA,1996,291,40,20413.157000000003,20998.634963138164
UGA,1997,2610,188,20413.157000000003,21664.288410009383
UGA,1998,49514,2064,23650.159,22351.04296712449
UGA,1999,5179,228,23650.159,23059.567536380884
UGA,2000,2807,172,23650.159,23790.552223761446
UGA,2001,247,4,23650.159,24544.709011500865
UGA,2002,2274,133,23650.159,25322.77245155941
UGA,2003,4377,129,27684.59,26125.5003810797
UGA,2004,3380,91,27684.59,26953.674660523342
UGA,2005,4924,98,27684.59,27808.101935206607
UGA,2006,5194,106,27684.59,28689.614420975635
UGA,2007,276,3,27684.59,29599.070714789425
UGA,2008,3726,120,32428.164000000004,30537.356630996215
UGA,2009,1095,23,32428.164000000004,31505.386064120656
UGA,2010,2341,78,32428.164000000004,32504.10187900101
UGA,2012,6326,135,32428.164000000004,34597.51450418877
UGA,2013,748,27,38225.447,35694.25030741208
UGA,2014,309,9,38225.447,36825.752464210214
UGA,2015,1461,33,38225.447,37993.12306255881
UGA,2016,516,11,38225.447,39197.49912644984
UGA,2017,252,0,38225.447,40440.05372335815
ZAF,1973,1,0,25195.184,23583.799306508663
ZAF,1974,37,0,25195.184,24103.83857845679
ZAF,1979,2,0,28556.771000000008,26881.184969416256
ZAF,1980,859,16,28556.771000000008,27473.933901804776
ZAF,1981,4180,52,28556.771000000008,28079.753362789696
ZAF,1982,11968,224,28556.771000000008,28698.931566669802
ZAF,1983,4715,63,32678.876000000004,29331.763083070182
ZAF,1984,1182,20,32678.876000000004,29978.54897708282
ZAF,1985,2742,4,32678.876000000004,30639.59695249537
ZAF,1986,120,1,32678.876000000004,31315.221498179475
ZAF,1987,37,0,32678.876000000004,32005.744037705717
ZAF,1991,10,0,36800.507,34923.49397838903
ZAF,1992,11,0,36800.507,35693.58145014741
ZAF,1993,78,2,41435.761,36480.64988934665
ZAF,1994,4,0,41435.761,37285.07373819677
ZAF,1998,20,1,44967.713,40684.10491084608
ZAF,1999,68,2,44967.713,41581.21788330364
ZAF,2000,19667,68,44967.713,42498.112824348274
ZAF,2001,106159,232,44967.713,43435.22594022541
ZAF,2002,10004,32,44967.713,44393.003055833055
ZAF,2003,3901,45,47880.59500000001,45371.89982682036
ZAF,2004,2767,35,47880.59500000001,46372.38195636135
ZAF,2005,3503,28,47880.59500000001,47394.92541671175
ZAF,2006,0,0,47880.59500000001,48440.0166756485
ZAF,2008,3907,22,51216.967,50599.8423316964
ZAF,2009,10520,57,51216.967,51715.60425049815
ZAF,2013,1,0,55386.369000000006,56430.17051886983
ZMB,1978,263,36,5851.818000000001,5363.820606609627
ZMB,1979,12,11,5851.818000000001,5526.355124056429
ZMB,1980,57,17,5851.818000000001,5693.814763221342
ZMB,1981,14,0,5851.818000000001,5866.3487651659725
ZMB,1982,1403,131,5851.818000000001,6044.110893255408
ZMB,1983,233,19,6923.148,6227.2595701928285
ZMB,1989,44,44,8036.848999999999,7448.764398986125
ZMB,1990,3717,315,8036.848999999999,7674.476893112467
ZMB,1991,13154,1091,8036.848999999999,7907.028928305737
ZMB,1992,11659,913,8036.848999999999,8146.627756371765
ZMB,1993,6766,426,9096.608,8393.486909261583
ZMB,1996,2172,42,9096.608,9179.859875423124
ZMB,1997,36,0,9096.608,9458.028032882114
ZMB,1998,171,0,10415.941999999995,9744.625243166984
ZMB,1999,13511,535,10415.941999999995,10039.90692347642
ZMB,2000,4504,303,10415.941999999995,10344.1362306622
ZMB,2001,3109,165,10415.941999999995,10657.584295756487
ZMB,2002,339,12,10415.941999999995,10980.530465605054
ZMB,2003,1049,29,11856.243999999999,11313.262551823185
ZMB,2004,12149,373,11856.243999999999,11656.077087295098
ZMB,2005,1503,7,11856.243999999999,12009.279590445874
ZMB,2006,5360,183,11856.243999999999,12373.184837521358
ZMB,2007,2286,35,11856.243999999999,12748.117143118598
ZMB,2008,2061,39,13605.986,13134.41064921737
ZMB,2009,4712,80,13605.986,13532.409622969039
ZMB,2010,6794,62,13605.986,13942.468763509905
ZMB,2011,330,7,13605.986,14364.953518071183
ZMB,2012,198,2,13605.986,14800.240407667818
ZMB,2017,1794,57,15879.369999999999,17182.703427149063
ZWE,1973,1,NA,6293.875000000002,5608.070030532921
ZWE,1974,37,0,6293.875000000002,5748.260877149531
ZWE,1975,615,33,6293.875000000002,5891.956222349048
ZWE,1976,144,9,6293.875000000002,6039.243671782097
ZWE,1985,144,6,8877.489000000001,7542.0590252203265
ZWE,1986,2,NA,8877.489000000001,7730.5958363196
ZWE,1992,2048,105,10432.409,8965.019072758958
ZWE,1993,5385,332,11410.721000000001,9189.127118290035
ZWE,1998,995,44,11881.482000000004,10396.555281978879
ZWE,1999,5637,385,11881.482000000004,10656.448949308584
ZWE,2000,1675,223,11881.482000000004,10922.839452992841
ZWE,2001,650,14,11881.482000000004,11195.8892013082
ZWE,2002,3125,192,11881.482000000004,11475.764662422584
ZWE,2003,1009,35,12076.697,11762.636465884196
ZWE,2004,119,9,12076.697,12056.679506648174
ZWE,2005,516,26,12076.697,12358.07305170373
ZWE,2006,789,61,12076.697,12667.00084936599
ZWE,2007,65,4,12076.697,12983.651241300675
ZWE,2008,60055,2928,12697.728000000001,13308.217277349224
ZWE,2009,68153,2706,12697.728000000001,13640.896833223474
ZWE,2010,951,21,12697.728000000001,13981.892731143305
ZWE,2011,1220,2,12697.728000000001,14331.412863490037
ZWE,2012,23,1,12697.728000000001,14689.67031955
ZWE,2015,60,0,13814.642000000003,15819.078227430173
ZWE,2016,10,1,13814.642000000003,16214.524425021089
